ID,projectname,classification,Abstract,label
4550,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.event.ListSelectionListener#valueChanged(javax.swing.event.ListSelectionEvent)         */",no
4551,argouml,WITHOUT_CLASSIFICATION,// Save the model (current),no
4552,argouml,WITHOUT_CLASSIFICATION,"/*     * If the Operation/Reception is abstract,      * then the text will be set to italics.     */",no
4553,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ChangeableKind#getAddOnly()     */",no
4554,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#insertUpdate(javax.swing.event.DocumentEvent)     */",no
4555,argouml,WITHOUT_CLASSIFICATION,"// Lookup primary key, creating new entry if needed",no
4556,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.table.TableModel#isCellEditable(int, int)     */",no
4557,argouml,WITHOUT_CLASSIFICATION,"// Lookup primary key, creating new entry if needed",no
4558,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.text.Document#getLength()     */",no
4559,argouml,WITHOUT_CLASSIFICATION,"// If there are no subkeys, register using our special value // to indicate that this is a primary key only registration",no
4560,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setLineWidth(int)     */",no
4561,argouml,WITHOUT_CLASSIFICATION,// UML 2.x only,no
4562,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#getLineColor()     */",no
4563,argouml,WITHOUT_CLASSIFICATION,// UML 2.x only,no
4564,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.     * PropertyChangeEvent)     */",no
4565,argouml,WITHOUT_CLASSIFICATION,// Create a new TagDefinition if none found,no
4566,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.AbstractListModel#fireIntervalAdded(     *          Object, int, int)     */",no
4567,argouml,WITHOUT_CLASSIFICATION,// Clear target so that multiple copies have no effect  // (other than inefficiency),no
4568,argouml,WITHOUT_CLASSIFICATION,// TODO: Add Tags & Constraints //        addMenu.add(TargetManager.getInstance().getAddAttributeAction()); //        addMenu.add(TargetManager.getInstance().getAddOperationAction());,no
4569,argouml,WITHOUT_CLASSIFICATION,// Delete all TaggedValues with this type,no
4570,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4571,argouml,WITHOUT_CLASSIFICATION,"/*     * Used by the copy functions. Do not call this function directly.     *      * @param source     *            The stereotype to copy from.     * @param target     *            The object becoming a copy.     */",no
4572,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setLineWidth(int)     */",no
4573,argouml,WITHOUT_CLASSIFICATION,"// ""Element"");",no
4574,argouml,WITHOUT_CLASSIFICATION,/* TODO: Check the name for validity. */,no
4575,argouml,WITHOUT_CLASSIFICATION,"// The effect will get deleted automatically by MDR, unlike the Guard.",no
4576,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#getLineWidth()     */",no
4577,argouml,WITHOUT_CLASSIFICATION,"// Although Usage & Permission are Dependencies, they need to // be include separately because of the way lookup works",no
4578,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.tree.TreeModel#removeTreeModelListener(javax.swing.event.TreeModelListener)     */",no
4579,argouml,WITHOUT_CLASSIFICATION,// The following is specifically for Realizations,no
4580,argouml,WITHOUT_CLASSIFICATION,"/*     * @see AbstractAction#actionPerformed(ActionEvent)     */",no
4581,argouml,WITHOUT_CLASSIFICATION,// The next 3 restrictions for Abstraction seem to be Argo specific // not something the UML spec requires - tfm - 20070215,no
4582,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLUserInterfaceContainer#formatElement(java.lang.Object)     */",no
4583,argouml,WITHOUT_CLASSIFICATION,"// A list of valid connections between elements, the // connection type first and then the elements to be connected",no
4584,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(ActionEvent)     */",no
4585,argouml,WITHOUT_CLASSIFICATION,// TODO: constraints // TODO: required tags,no
4586,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.AbstractListModel#fireIntervalRemoved(     *          Object, int, int)     */",no
4587,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Model to contain,no
4588,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4589,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Model to contain,no
4590,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.FigEdge#setDestFigNode(org.tigris.gef.presentation.FigNode)     */",no
4591,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Package to contain,no
4592,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
4593,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a classifier to contain,no
4594,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialHeight()     */",no
4595,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an Interface to contain,no
4596,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.AbstractListModel#fireIntervalRemoved(     *          Object, int, int)     */",no
4597,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Signal to contain,no
4598,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#removeFromDiagram()     */",no
4599,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Use Case to contain,no
4600,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.management.NotificationBroadcaster#removeNotificationListener(javax.management.NotificationListener)     */",no
4601,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Use Case to contain,no
4602,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
4603,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Node to contain,no
4604,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4605,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a DataType to contain,no
4606,argouml,WITHOUT_CLASSIFICATION,// ignored - we just skipped inserting it in our document,no
4607,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Operation to contain,no
4608,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getSecondary1()     */",no
4609,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an Event to contain,no
4610,argouml,WITHOUT_CLASSIFICATION,"/*  The operation specificationPath results in a set containing                     * all surrounding Namespaces that are not instances of                     *  Package.                     *  specificationPath : Set(Namespace)                     * specificationPath = self.allSurroundingNamespaces->select(n |                     *    n.oclIsKindOf(Subsystem) or n.oclIsKindOf(Class))                     **/",no
4611,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4612,argouml,WITHOUT_CLASSIFICATION,"/*     * Update the text labels.     *     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#modelChanged(java.beans.PropertyChangeEvent)     */",no
4613,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4614,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.AbstractActionNavigate#navigateTo(     *         java.lang.Object)     */",no
4615,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4616,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#getLineWidth()     */",no
4617,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4618,argouml,WITHOUT_CLASSIFICATION,"/*     * @see TargetListener#targetSet(TargetEvent)     */",no
4619,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4620,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#getExpression()     */",no
4621,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4622,argouml,WITHOUT_CLASSIFICATION,"/*     * @see TargetListener#targetRemoved(TargetEvent)     */",no
4623,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4624,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.table.TableModel#getValueAt(int, int)     */",no
4625,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an State to contain,no
4626,argouml,WITHOUT_CLASSIFICATION,"// Since this is a complex polygon, there's no easy way to resize it.",no
4627,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an SimpleState to contain,no
4628,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLUserInterfaceComponent#targetReasserted()     */",no
4629,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an SubactivityState to contain,no
4630,argouml,WITHOUT_CLASSIFICATION,// the last one needs extra space below it,no
4631,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an ActionState to contain,no
4632,argouml,WITHOUT_CLASSIFICATION,"/* Remove the commentedge.             * If there are more then one comment-edges between             * the 2 objects, then delete them all. */",no
4633,argouml,WITHOUT_CLASSIFICATION,// supports implementation of some special elements not // supported by buildNode,no
4634,argouml,WITHOUT_CLASSIFICATION,"/*                 * NOTE: Although WFR #3 in section 2.11.3.5 UseCase of the                 * UML 1.4 spec says ""A UseCase cannot contain any                 * Classifiers,"" the OCL is actually self.contents->isEmpty                 * which would seem to imply it can't contain any elements                 * - tfm - 20060416                 */",no
4635,argouml,WITHOUT_CLASSIFICATION,// the list of namespaces to return,no
4636,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.AbstractListModel#fireIntervalAdded(     *          Object, int, int)     */",no
4637,argouml,WITHOUT_CLASSIFICATION,"// If our map has any entries for this type, it's a connection type",no
4638,argouml,WITHOUT_CLASSIFICATION,/* 4.5.2.27 ModelElement */,no
4639,argouml,WITHOUT_CLASSIFICATION,// Get the list of valid model item pairs for the given connection type,no
4640,argouml,WITHOUT_CLASSIFICATION,/* 4.5.2.37 StructuralFeature */,no
4641,argouml,WITHOUT_CLASSIFICATION,// See if there's a pair in this list that match the given // model elements,no
4642,argouml,WITHOUT_CLASSIFICATION,"/* If the base was not changed, then only set the name: */",no
4643,argouml,WITHOUT_CLASSIFICATION,// find the passed in container in validContainmentMap,no
4644,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateListeners(java.lang.Object)     */",no
4645,argouml,WITHOUT_CLASSIFICATION,// Begin a transaction - we'll do a bunch of reads first // to collect a set of elements to delete - then delete them all,no
4646,argouml,WITHOUT_CLASSIFICATION,/* 4.5.2.14 Dependency */,no
4647,argouml,WITHOUT_CLASSIFICATION,// no else here to make sure Classifier with // its double inheritance goes ok,no
4648,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.DefaultListModel#contains(java.lang.Object)     */",no
4649,argouml,WITHOUT_CLASSIFICATION,// no else here to make sure AssociationClass goes ok,no
4650,argouml,WITHOUT_CLASSIFICATION,/* 4.5.2.7 BehavioralFeature */,no
4651,argouml,WITHOUT_CLASSIFICATION,// no else to handle multiple inheritance of linkobject,no
4652,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mouseClicked(java.awt.event.MouseEvent)     */",no
4653,argouml,WITHOUT_CLASSIFICATION,"// If we get this with the repository locked, it means our root // model element was already deleted.  Nothing to do...",no
4654,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#getFillColor()     */",no
4655,argouml,WITHOUT_CLASSIFICATION,// Our wrapped version of the same error,no
4656,argouml,WITHOUT_CLASSIFICATION,// The attribute 'targetScope' of an AssociationEnd in UML1.x is no // longer supported in UML2.x,no
4657,argouml,WITHOUT_CLASSIFICATION,// end our transaction,no
4658,argouml,WITHOUT_CLASSIFICATION,// Additional Operations in 4.5.3.26,no
4659,argouml,WITHOUT_CLASSIFICATION,// if there are no owned elements then return empty list,no
4660,argouml,WITHOUT_CLASSIFICATION,// do nothing,no
4661,argouml,WITHOUT_CLASSIFICATION,// We don't care about the value - just want to see if it throws,no
4662,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.KeyListener#keyPressed(java.awt.event.KeyEvent)     */",no
4663,argouml,WITHOUT_CLASSIFICATION,// Recurse into ourself for each parent,no
4664,argouml,WITHOUT_CLASSIFICATION,// if test fails this element should not // be in the result set,no
4665,argouml,WITHOUT_CLASSIFICATION,// the following should always be true,no
4666,argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing,no
4667,argouml,WITHOUT_CLASSIFICATION,"// If we were handed a Classifier to start, // this must be a Classifier",no
4668,argouml,WITHOUT_CLASSIFICATION,"/*     * Add the given node to the graph, if valid.     *     * @see org.tigris.gef.graph.MutableGraphModel#addNode(java.lang.Object)     */",no
4669,argouml,WITHOUT_CLASSIFICATION,// we have to follow the // arrows..,no
4670,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setLineWidth(int)     */",no
4671,argouml,WITHOUT_CLASSIFICATION,// || ns instanceof UseCase // see comment below,no
4672,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4673,argouml,WITHOUT_CLASSIFICATION,// Made following changes from OCL in UML 1.4 section 2.9.3.16: //   CollaborationInstance -> CollaborationInstanceSet //   Stimuli -> Stimulus,no
4674,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.FocusListener#focusLost(java.awt.event.FocusEvent)     */",no
4675,argouml,WITHOUT_CLASSIFICATION,// UML 1.4 WFR 2.5.3.1 #3 - no aggregation for N-ary associations,no
4676,argouml,WITHOUT_CLASSIFICATION,"/*     * @see TargetListener#targetAdded(TargetEvent)     */",no
4677,argouml,WITHOUT_CLASSIFICATION,// Get Classifiers in Namespace,no
4678,argouml,WITHOUT_CLASSIFICATION,"/* The next line is needed so that we have the right dimension          * when drawing this Fig on the diagram by pressing down          * the mouse button, even before releasing the mouse button: */",no
