,projectname,classification,Abstract,code
257,apache-jmeter-2.10,DESIGN,// May be replaced later,yes
258,apache-jmeter-2.10,DESIGN,// TODO - could be converted to generic class?,yes
259,apache-jmeter-2.10,DESIGN,// TODO does not appear to be used,yes
260,apache-jmeter-2.10,DESIGN,// TODO not used?,yes
261,apache-jmeter-2.10,DESIGN,// TODO: make static?,yes
262,apache-jmeter-2.10,DESIGN,// Hack to allow entire URL to be provided in host field,yes
263,apache-jmeter-2.10,DESIGN,"// TODO Should this be OK ? //assertEquals(contentEncoding, s.getContentEncoding()); // Check arguments // We should have one argument, with the value equal to the post body",yes
264,apache-jmeter-2.10,DESIGN,// TODO downcase UPPER case non-final variables,yes
265,apache-jmeter-2.10,DESIGN,// TODO - belongs elsewhere ,yes
266,apache-jmeter-2.10,DESIGN,// TODO can this happen?,yes
267,apache-jmeter-2.10,DESIGN,"// TODO needed here because currently done on sample completion in JMeterThread, // but that only catches top-level samples.",yes
268,apache-jmeter-2.10,DESIGN,// TODO : This is a bit fragile,yes
269,apache-jmeter-2.10,DESIGN,"// TODO is this correct? // If this is not the first file we can't write its header now // for simplicity we always save it, even if there is only one file",yes
270,apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...,yes
271,apache-jmeter-2.10,DESIGN,// TODO - should this return something else?,yes
272,apache-jmeter-2.10,DESIGN,// Don't allow override of Content-Length // This helps with SoapSampler hack too // TODO - what other headers are not allowed?,yes
273,apache-jmeter-2.10,DESIGN,//$NON-NLS-1$ TODO should this be variable?,yes
274,apache-jmeter-2.10,DESIGN,// TODO - is this the correct default?,yes
275,apache-jmeter-2.10,DESIGN,// May be replaced later,yes
276,apache-jmeter-2.10,DESIGN,// TODO do we need to add a charset for the file contents? // $NON-NLS-1$,yes
277,apache-jmeter-2.10,DESIGN,"// TODO merge put and post methods as far as possible. // e.g. post checks for multipart form/files, and if not, invokes sendData(HttpEntityEnclosingRequestBase)",yes
278,apache-jmeter-2.10,DESIGN,"// Get the content length, it tells us how much data to read // TODO : Maybe support chunked encoding, then we cannot rely on content length",yes
279,apache-jmeter-2.10,DESIGN,// TODO: is this the correct default?,yes
280,apache-jmeter-2.10,DESIGN,// TODO - is this the correct default?,yes
281,apache-jmeter-2.10,DESIGN,// TODO should we allow mimetype only?,yes
282,apache-jmeter-2.10,DESIGN,"/*     * TODO should these fields be public?     * They don't appear to be used externally.     *      * Also, are they any different from HTTPConstants.GET etc. ?     * In some cases they seem to be used as the method name from the Tomcat log.     * However the RMETHOD field is used as the value for HTTPSamplerBase.METHOD,     * for which HTTPConstants is most approriate.     */",yes
283,apache-jmeter-2.10,DESIGN,// NOTUSED org.apache.jmeter.monitor.model.Status st = // TODO - charset?,yes
284,apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...,yes
285,apache-jmeter-2.10,DESIGN,// TODO: find out how to retrieve these from the script // At present the script has to use SampleResult methods to set them. // $NON-NLS-1$ // $NON-NLS-1$,yes
286,apache-jmeter-2.10,DESIGN,// TODO: process warnings? Set Code and Message to success?,yes
287,apache-jmeter-2.10,DESIGN,// TODO - should the encoding be configurable? // $NON-NLS-1$,yes
288,apache-jmeter-2.10,DESIGN,//$NON-NLS-1$ // TODO - probably wrong,yes
289,apache-jmeter-2.10,DESIGN,"// TODO Method with 0 reference, really useful ?",yes
290,apache-jmeter-2.10,DESIGN,"// TODO Method with 0 reference, really useful ?",yes
291,apache-jmeter-2.10,DESIGN,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.,yes
292,apache-jmeter-2.10,DESIGN,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.,yes
293,apache-jmeter-2.10,DESIGN,"/*                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and                 * aren't intended to be added to menus                 *                 * TODO: find a better way of checking this                 */",yes
294,apache-jmeter-2.10,DESIGN,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?,yes
295,apache-jmeter-2.10,DESIGN,// Should we use java.naming.security.[principal|credentials] to create the QueueConnection?,yes
296,apache-jmeter-2.10,DESIGN,// TODO set different status if not enough messages found?,yes
297,apache-jmeter-2.10,DESIGN,// TODO fix this when there is a real implementation,yes
298,apache-jmeter-2.10,DESIGN,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?,yes
299,apache-jmeter-2.10,DESIGN,"/** * FIXME BROKEN CODE */",yes
300,apache-jmeter-2.10,DESIGN,// NOTUSED private String chosenFile;,yes
301,apache-jmeter-2.10,DESIGN,"/* * Find all beans out there and check their resource property files: - Check * that non-default property files don't have any extra keys. - Check all * necessary properties are defined at least in the default property file, * except for beans whose name contains ""Experimental"" or ""Alpha"".  *  * TODO: - Check property files don't have duplicate keys (is this important) *  */",yes
302,apache-jmeter-2.10,DESIGN,// This could perhaps be a variable name,yes
303,apache-jmeter-2.10,DESIGN,"// results.setResponseCode(""???""); TODO what code should be set here?",yes
304,apache-jmeter-2.10,DESIGN,"// Should we add the ""_"" separator?",yes
305,apache-jmeter-2.10,DESIGN,// TODO - should we skip processing here?,yes
306,apache-jmeter-2.10,DESIGN,//TODO add some real tests now that split() has been removed,yes
307,apache-jmeter-2.10,DESIGN,"// NOT USED transient protected ThreadGroup THREADGROUP = null; // Anyway, was this supposed to be the class from java.lang, or // jmeter.threads?",yes
308,apache-jmeter-2.10,DESIGN,// all the others could be private too?,yes
309,apache-jmeter-2.10,DESIGN,// TODO can this ever happen?,yes
310,apache-jmeter-2.10,DESIGN,// TODO fetch list of languages from a file? // N.B. Changes to language list need to be reflected in // resources/PackageTest.java,yes
311,apache-jmeter-2.10,DESIGN,//TODO: move to utils class (JMeterUtils?),yes
312,apache-jmeter-2.10,DESIGN,"// TODO: do we need to implement any kind of connection pooling? // If so, which connections should be shared? // Should threads share connections to the same destination? // What about cross-thread sharing?",yes
313,apache-jmeter-2.10,DESIGN,// TODO ought to be a FileChooser ...,yes
314,apache-jmeter-2.10,DESIGN,"//            // Set the content type TODO - needed? //            String multiPartContentType = multiPart.getContentType().getValue(); //            post.setHeader(HEADER_CONTENT_TYPE, multiPartContentType);",yes
315,apache-jmeter-2.10,DESIGN,"/*     * TODO this assumes that the redirected response will always immediately follow the original response.     * This may not always be true.     * Is there a better way to do this?     */",yes
316,apache-jmeter-2.10,DESIGN,// TODO is it the best way ? https://issues.apache.org/bugzilla/show_bug.cgi?id=55634,yes
317,apache-jmeter-2.10,DESIGN,// Keep the unexpanded path // TODO - allow directories to end with .jar by removing this check?,yes
318,apache-jmeter-2.10,DESIGN,"// TODO: the above works in the current situation, but it's // just a hack. How to get each editor to report whether it // wants to grow bigger? Whether the property label should // be at the left or at the top of the editor? ...?",yes
319,apache-jmeter-2.10,DESIGN,// Hack: save the package for any transaction controllers,yes
320,apache-jmeter-2.10,DESIGN,// How many classes can we assign from? // TODO: there must be a nicer way...,yes
321,apache-jmeter-2.10,DESIGN,// Should the TestBean be hidden?,yes
322,apache-jmeter-2.10,DESIGN,// TODO - why lower case? OK to use the default Locale?,yes
323,apache-jmeter-2.10,DESIGN,//A hack to make user-defined variables in the testplan element more dynamic,yes
324,apache-jmeter-2.10,DESIGN,// HACK: force the controller to load its tree,yes
325,apache-jmeter-2.10,DESIGN,"// It might be useful also to make this available in the 'Request' tab, for // when posting JSON.",yes
326,apache-jmeter-2.10,DESIGN,// should header be saved with the data? //$NON-NLS-1$,yes
327,apache-jmeter-2.10,DESIGN,// should header be saved with the data? //$NON-NLS-1$,yes
328,apache-jmeter-2.10,DESIGN,"// Showing large strings can be VERY costly, so we will avoid // doing so if the response // data is larger than 200K. TODO: instead, we could delay doing // the result.setText // call until the user chooses the ""Response data"" tab. Plus we // could warn the user // if this happens and revert the choice if he doesn't confirm // he's ready to wait.",yes
329,apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class,yes
330,apache-jmeter-2.10,DESIGN,// TODO strings should be resources,yes
331,apache-jmeter-2.10,DESIGN,// result.setError(true); // TODO is this the correct strategy? // throw exception; // allow assertion to pass,yes
332,apache-jmeter-2.10,DESIGN,// Why does this not call guiInstance.clearTestPlan() ? // Is there a reason for not clearing everything?,yes
333,apache-jmeter-2.10,DESIGN,// Not used,yes
334,apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?,yes
335,apache-jmeter-2.10,DESIGN,// NOTUSED yet private JTextField filename;,yes
336,apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur,yes
337,apache-jmeter-2.10,DESIGN,// TODO: should this just call super()?,yes
338,apache-jmeter-2.10,DOCUMENTATION,// TODO Document the reason for this,yes
339,apache-jmeter-2.10,DOCUMENTATION,// TODO Can't see anything in SPEC,yes
340,apache-jmeter-2.10,DOCUMENTATION,// TODO Can't see anything in SPEC,yes
341,apache-jmeter-2.10,IMPLEMENTATION,// TODO somehow show progress,yes
342,apache-jmeter-2.10,IMPLEMENTATION,// TODO support multiple signers,yes
343,apache-jmeter-2.10,IMPLEMENTATION,// TODO: fetch this once as per vars above?,yes
344,apache-jmeter-2.10,IMPLEMENTATION,// TODO: add and delete not currently supported // $NON-NLS-1$,yes
345,apache-jmeter-2.10,IMPLEMENTATION,// Fix path to allow the use of UNC URLs,yes
346,apache-jmeter-2.10,IMPLEMENTATION,// TODO should this use setDone()? // TODO should this use setFirst()?,yes
347,apache-jmeter-2.10,IMPLEMENTATION,"// Set the overall status for the transaction sample // TODO: improve, e.g. by adding counts to the SampleResult class",yes
348,apache-jmeter-2.10,IMPLEMENTATION,"// Should we exit at end of the test? (only applies to server, because host is non-null)",yes
349,apache-jmeter-2.10,IMPLEMENTATION,"/*         * Have we reached the reporting boundary?         * Need to allow for a margin of error, otherwise can miss the slot.         * Also need to check we've not hit the window already         */",yes
350,apache-jmeter-2.10,IMPLEMENTATION,// TODO save hostname; save sample type (plain or http),yes
351,apache-jmeter-2.10,IMPLEMENTATION,"// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio",yes
352,apache-jmeter-2.10,IMPLEMENTATION,// REMIND: convert arg list Vectors here?,yes
353,apache-jmeter-2.10,IMPLEMENTATION,"// It is chunked transfer encoding, which we do not really support yet. // So we just read without blocking, because we do not know when to // stop reading, so we cannot block // TODO propery implement support for chunked transfer, i.e. to // know when we have read the whole request, and therefore allow // the reading to block",yes
354,apache-jmeter-2.10,IMPLEMENTATION,"// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio",yes
355,apache-jmeter-2.10,IMPLEMENTATION,"// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio",yes
